id,week,practice_recruitment,cases,sinwe,coswe
8,9,15,3,0.8854560256532099,0.4647231720437686
8,10,20,3,0.9350162426854148,0.35460488704253557
8,11,21,2,0.970941817426052,0.23931566428755804
8,12,21,3,0.992708874098054,0.120536680255323
8,13,21,2,1,-1.6081428723391245e-16
8,14,21,4,0.992708874098054,-0.12053668025532288
8,15,24,2,0.9709418174260521,-0.2393156642875575
8,16,24,2,0.9350162426854148,-0.35460488704253545
8,17,24,2,0.8854560256532099,-0.4647231720437685
8,18,24,0,0.8229838658936565,-0.5680647467311557
8,19,24,0,0.7485107481711013,-0.663122658240795
8,20,24,4,0.6631226582407952,-0.7485107481711012
8,21,24,2,0.5680647467311558,-0.8229838658936564
8,22,24,1,0.46472317204376906,-0.8854560256532096
8,23,24,2,0.35460488704253584,-0.9350162426854147
8,24,25,1,0.23931566428755768,-0.970941817426052
8,25,25,0,0.12053668025532308,-0.992708874098054
8,26,25,0,-3.216285744678249e-16,-1
8,27,25,0,-0.12053668025532283,-0.992708874098054
8,28,25,1,-0.23931566428755743,-0.9709418174260521
8,29,25,1,-0.3546048870425356,-0.9350162426854148
8,30,25,1,-0.46472317204376806,-0.8854560256532101
8,31,25,2,-0.5680647467311556,-0.8229838658936565
8,32,26,1,-0.663122658240795,-0.7485107481711013
8,33,26,2,-0.7485107481711011,-0.6631226582407952
8,34,26,0,-0.8229838658936564,-0.5680647467311559
8,35,26,3,-0.8854560256532096,-0.4647231720437691
8,36,26,4,-0.9350162426854147,-0.3546048870425359
8,37,26,1,-0.970941817426052,-0.23931566428755774
8,38,26,4,-0.992708874098054,-0.12053668025532357
8,39,26,6,-1,-1.836909530733566e-16
8,40,26,4,-0.992708874098054,0.1205366802553232
8,41,26,0,-0.9709418174260521,0.23931566428755738
8,42,26,0,-0.9350162426854148,0.35460488704253557
8,43,26,0,-0.8854560256532101,0.464723172043768
8,44,26,2,-0.822983865893657,0.5680647467311548
8,45,26,2,-0.7485107481711011,0.6631226582407952
8,46,27,3,-0.6631226582407955,0.7485107481711007
8,47,29,2,-0.5680647467311559,0.8229838658936564
8,48,30,1,-0.4647231720437684,0.88545602565321
8,49,31,1,-0.35460488704253595,0.9350162426854147
8,50,31,3,-0.2393156642875578,0.970941817426052
8,51,31,2,-0.12053668025532363,0.992708874098054
8,52,31,1,6.432571489356498e-16,1
8,53,31,2,0.12053668025532314,0.992708874098054
8,54,31,0,0.23931566428755732,0.9709418174260521
8,55,31,3,0.3546048870425355,0.9350162426854148
8,56,31,3,0.46472317204376795,0.8854560256532102
8,57,31,2,0.5680647467311555,0.8229838658936566
8,58,31,2,0.6631226582407952,0.7485107481711011
8,59,31,4,0.7485107481711007,0.6631226582407956
8,60,31,1,0.8229838658936558,0.5680647467311567
8,61,31,0,0.8854560256532099,0.46472317204376845
8,62,31,0,0.9350162426854147,0.354604887042536
8,63,31,0,0.970941817426052,0.23931566428755785
8,64,31,0,0.9927088740980539,0.12053668025532369
8,65,31,0,1,3.061515884555943e-16
8,66,31,0,0.992708874098054,-0.12053668025532309
8,67,31,0,0.9709418174260519,-0.23931566428755813
8,68,31,0,0.9350162426854148,-0.35460488704253545
8,69,31,0,0.8854560256532102,-0.4647231720437679
8,70,31,0,0.8229838658936571,-0.5680647467311547
8,71,31,0,0.7485107481711012,-0.6631226582407952
9,1,1,2,0.12053668025532305,0.992708874098054
9,2,1,0,0.23931566428755774,0.970941817426052
9,3,2,0,0.3546048870425356,0.9350162426854148
9,4,5,0,0.4647231720437685,0.8854560256532099
9,5,7,0,0.5680647467311558,0.8229838658936564
9,6,8,0,0.6631226582407952,0.7485107481711011
9,7,10,0,0.7485107481711011,0.6631226582407953
9,8,13,0,0.8229838658936564,0.5680647467311559
9,9,15,1,0.8854560256532099,0.4647231720437686
9,10,20,0,0.9350162426854148,0.35460488704253557
9,11,21,0,0.970941817426052,0.23931566428755804
9,12,21,0,0.992708874098054,0.120536680255323
9,13,21,0,1,-1.6081428723391245e-16
9,14,21,1,0.992708874098054,-0.12053668025532288
9,15,24,0,0.9709418174260521,-0.2393156642875575
9,16,24,0,0.9350162426854148,-0.35460488704253545
9,17,24,1,0.8854560256532099,-0.4647231720437685
9,18,24,0,0.8229838658936565,-0.5680647467311557
9,19,24,0,0.7485107481711013,-0.663122658240795
9,20,24,0,0.6631226582407952,-0.7485107481711012
9,21,24,0,0.5680647467311558,-0.8229838658936564
9,22,24,1,0.46472317204376906,-0.8854560256532096
9,23,24,0,0.35460488704253584,-0.9350162426854147
9,24,25,0,0.23931566428755768,-0.970941817426052
9,25,25,0,0.12053668025532308,-0.992708874098054
9,26,25,0,-3.216285744678249e-16,-1
9,27,25,0,-0.12053668025532283,-0.992708874098054
9,28,25,0,-0.23931566428755743,-0.9709418174260521
9,29,25,0,-0.3546048870425356,-0.9350162426854148
9,30,25,0,-0.46472317204376806,-0.8854560256532101
9,31,25,0,-0.5680647467311556,-0.8229838658936565
9,32,26,1,-0.663122658240795,-0.7485107481711013
9,33,26,5,-0.7485107481711011,-0.6631226582407952
9,34,26,0,-0.8229838658936564,-0.5680647467311559
9,35,26,1,-0.8854560256532096,-0.4647231720437691
9,36,26,0,-0.9350162426854147,-0.3546048870425359
9,37,26,1,-0.970941817426052,-0.23931566428755774
9,38,26,0,-0.992708874098054,-0.12053668025532357
9,39,26,0,-1,-1.836909530733566e-16
9,40,26,0,-0.992708874098054,0.1205366802553232
9,41,26,0,-0.9709418174260521,0.23931566428755738
9,42,26,0,-0.9350162426854148,0.35460488704253557
9,43,26,0,-0.8854560256532101,0.464723172043768
9,44,26,0,-0.822983865893657,0.5680647467311548
9,45,26,0,-0.7485107481711011,0.6631226582407952
9,46,27,0,-0.6631226582407955,0.7485107481711007
9,47,29,0,-0.5680647467311559,0.8229838658936564
9,48,30,0,-0.4647231720437684,0.88545602565321
9,49,31,0,-0.35460488704253595,0.9350162426854147
9,50,31,0,-0.2393156642875578,0.970941817426052
9,51,31,0,-0.12053668025532363,0.992708874098054
9,52,31,1,6.432571489356498e-16,1
9,53,31,0,0.12053668025532314,0.992708874098054
9,54,31,0,0.23931566428755732,0.9709418174260521
9,55,31,0,0.3546048870425355,0.9350162426854148
9,56,31,0,0.46472317204376795,0.8854560256532102
9,57,31,0,0.5680647467311555,0.8229838658936566
9,58,31,0,0.6631226582407952,0.7485107481711011
9,59,31,0,0.7485107481711007,0.6631226582407956
9,60,31,0,0.8229838658936558,0.5680647467311567
9,61,31,0,0.8854560256532099,0.46472317204376845
9,62,31,0,0.9350162426854147,0.354604887042536
9,63,31,0,0.970941817426052,0.23931566428755785
9,64,31,0,0.9927088740980539,0.12053668025532369
9,65,31,0,1,3.061515884555943e-16
9,66,31,0,0.992708874098054,-0.12053668025532309
9,67,31,0,0.9709418174260519,-0.23931566428755813
9,68,31,0,0.9350162426854148,-0.35460488704253545
9,69,31,0,0.8854560256532102,-0.4647231720437679
9,70,31,0,0.8229838658936571,-0.5680647467311547
9,71,31,0,0.7485107481711012,-0.6631226582407952
12,1,1,3,0.12053668025532305,0.992708874098054
12,2,1,2,0.23931566428755774,0.970941817426052
12,3,2,1,0.3546048870425356,0.9350162426854148
12,4,5,1,0.4647231720437685,0.8854560256532099
12,5,7,0,0.5680647467311558,0.8229838658936564
12,6,8,1,0.6631226582407952,0.7485107481711011
12,7,10,0,0.7485107481711011,0.6631226582407953
12,8,13,0,0.8229838658936564,0.5680647467311559
12,9,15,0,0.8854560256532099,0.4647231720437686
12,10,20,1,0.9350162426854148,0.35460488704253557
12,11,21,1,0.970941817426052,0.23931566428755804
12,12,21,0,0.992708874098054,0.120536680255323
12,13,21,2,1,-1.6081428723391245e-16
12,14,21,0,0.992708874098054,-0.12053668025532288
12,15,24,0,0.9709418174260521,-0.2393156642875575
12,16,24,1,0.9350162426854148,-0.35460488704253545
12,17,24,1,0.8854560256532099,-0.4647231720437685
12,18,24,0,0.8229838658936565,-0.5680647467311557
12,19,24,0,0.7485107481711013,-0.663122658240795
12,20,24,1,0.6631226582407952,-0.7485107481711012
12,21,24,2,0.5680647467311558,-0.8229838658936564
12,22,24,1,0.46472317204376906,-0.8854560256532096
12,23,24,0,0.35460488704253584,-0.9350162426854147
12,24,25,0,0.23931566428755768,-0.970941817426052
12,25,25,0,0.12053668025532308,-0.992708874098054
12,26,25,0,-3.216285744678249e-16,-1
12,27,25,0,-0.12053668025532283,-0.992708874098054
12,28,25,0,-0.23931566428755743,-0.9709418174260521
12,29,25,0,-0.3546048870425356,-0.9350162426854148
12,30,25,0,-0.46472317204376806,-0.8854560256532101
12,31,25,0,-0.5680647467311556,-0.8229838658936565
12,32,26,0,-0.663122658240795,-0.7485107481711013
12,33,26,0,-0.7485107481711011,-0.6631226582407952
12,34,26,0,-0.8229838658936564,-0.5680647467311559
12,35,26,0,-0.8854560256532096,-0.4647231720437691
12,36,26,0,-0.9350162426854147,-0.3546048870425359
12,37,26,0,-0.970941817426052,-0.23931566428755774
12,38,26,0,-0.992708874098054,-0.12053668025532357
12,39,26,0,-1,-1.836909530733566e-16
12,40,26,0,-0.992708874098054,0.1205366802553232
12,41,26,0,-0.9709418174260521,0.23931566428755738
12,42,26,0,-0.9350162426854148,0.35460488704253557
12,43,26,0,-0.8854560256532101,0.464723172043768
12,44,26,0,-0.822983865893657,0.5680647467311548
12,45,26,0,-0.7485107481711011,0.6631226582407952
12,46,27,0,-0.6631226582407955,0.7485107481711007
12,47,29,0,-0.5680647467311559,0.8229838658936564
12,48,30,0,-0.4647231720437684,0.88545602565321
12,49,31,0,-0.35460488704253595,0.9350162426854147
12,50,31,0,-0.2393156642875578,0.970941817426052
12,51,31,0,-0.12053668025532363,0.992708874098054
12,52,31,0,6.432571489356498e-16,1
12,53,31,0,0.12053668025532314,0.992708874098054
12,54,31,0,0.23931566428755732,0.9709418174260521
12,55,31,0,0.3546048870425355,0.9350162426854148
12,56,31,0,0.46472317204376795,0.8854560256532102
12,57,31,0,0.5680647467311555,0.8229838658936566
12,58,31,0,0.6631226582407952,0.7485107481711011
12,59,31,0,0.7485107481711007,0.6631226582407956
12,60,31,0,0.8229838658936558,0.5680647467311567
12,61,31,0,0.8854560256532099,0.46472317204376845
12,62,31,0,0.9350162426854147,0.354604887042536
12,63,31,0,0.970941817426052,0.23931566428755785
12,64,31,0,0.9927088740980539,0.12053668025532369
12,65,31,0,1,3.061515884555943e-16
12,66,31,0,0.992708874098054,-0.12053668025532309
12,67,31,0,0.9709418174260519,-0.23931566428755813
12,68,31,0,0.9350162426854148,-0.35460488704253545
12,69,31,0,0.8854560256532102,-0.4647231720437679
12,70,31,0,0.8229838658936571,-0.5680647467311547
12,71,31,0,0.7485107481711012,-0.6631226582407952
13,1,1,2,0.12053668025532305,0.992708874098054
13,2,1,2,0.23931566428755774,0.970941817426052
13,3,2,1,0.3546048870425356,0.9350162426854148
13,4,5,2,0.4647231720437685,0.8854560256532099
13,5,7,2,0.5680647467311558,0.8229838658936564
13,6,8,2,0.6631226582407952,0.7485107481711011
13,7,10,0,0.7485107481711011,0.6631226582407953
13,8,13,1,0.8229838658936564,0.5680647467311559
13,9,15,2,0.8854560256532099,0.4647231720437686
13,10,20,3,0.9350162426854148,0.35460488704253557
13,11,21,0,0.970941817426052,0.23931566428755804
13,12,21,1,0.992708874098054,0.120536680255323
13,13,21,0,1,-1.6081428723391245e-16
13,14,21,0,0.992708874098054,-0.12053668025532288
13,15,24,2,0.9709418174260521,-0.2393156642875575
13,16,24,0,0.9350162426854148,-0.35460488704253545
13,17,24,0,0.8854560256532099,-0.4647231720437685
13,18,24,0,0.8229838658936565,-0.5680647467311557
13,19,24,1,0.7485107481711013,-0.663122658240795
13,20,24,1,0.6631226582407952,-0.7485107481711012
13,21,24,1,0.5680647467311558,-0.8229838658936564
13,22,24,0,0.46472317204376906,-0.8854560256532096
13,23,24,1,0.35460488704253584,-0.9350162426854147
13,24,25,0,0.23931566428755768,-0.970941817426052
13,25,25,0,0.12053668025532308,-0.992708874098054
13,26,25,0,-3.216285744678249e-16,-1
13,27,25,0,-0.12053668025532283,-0.992708874098054
13,28,25,0,-0.23931566428755743,-0.9709418174260521
13,29,25,0,-0.3546048870425356,-0.9350162426854148
13,30,25,0,-0.46472317204376806,-0.8854560256532101
13,31,25,0,-0.5680647467311556,-0.8229838658936565
13,32,26,0,-0.663122658240795,-0.7485107481711013
13,33,26,0,-0.7485107481711011,-0.6631226582407952
13,34,26,1,-0.8229838658936564,-0.5680647467311559
13,35,26,0,-0.8854560256532096,-0.4647231720437691
13,36,26,0,-0.9350162426854147,-0.3546048870425359
13,37,26,0,-0.970941817426052,-0.23931566428755774
13,38,26,0,-0.992708874098054,-0.12053668025532357
13,39,26,0,-1,-1.836909530733566e-16
13,40,26,0,-0.992708874098054,0.1205366802553232
13,41,26,1,-0.9709418174260521,0.23931566428755738
13,42,26,0,-0.9350162426854148,0.35460488704253557
13,43,26,0,-0.8854560256532101,0.464723172043768
13,44,26,1,-0.822983865893657,0.5680647467311548
13,45,26,0,-0.7485107481711011,0.6631226582407952
13,46,27,2,-0.6631226582407955,0.7485107481711007
13,47,29,0,-0.5680647467311559,0.8229838658936564
13,48,30,1,-0.4647231720437684,0.88545602565321
13,49,31,0,-0.35460488704253595,0.9350162426854147
13,50,31,0,-0.2393156642875578,0.970941817426052
13,51,31,0,-0.12053668025532363,0.992708874098054
13,52,31,1,6.432571489356498e-16,1
13,53,31,0,0.12053668025532314,0.992708874098054
13,54,31,0,0.23931566428755732,0.9709418174260521
13,55,31,0,0.3546048870425355,0.9350162426854148
13,56,31,0,0.46472317204376795,0.8854560256532102
13,57,31,0,0.5680647467311555,0.8229838658936566
13,58,31,0,0.6631226582407952,0.7485107481711011
13,59,31,0,0.7485107481711007,0.6631226582407956
13,60,31,2,0.8229838658936558,0.5680647467311567
13,61,31,1,0.8854560256532099,0.46472317204376845
13,62,31,0,0.9350162426854147,0.354604887042536
13,63,31,0,0.970941817426052,0.23931566428755785
13,64,31,0,0.9927088740980539,0.12053668025532369
13,65,31,0,1,3.061515884555943e-16
13,66,31,0,0.992708874098054,-0.12053668025532309
13,67,31,0,0.9709418174260519,-0.23931566428755813
13,68,31,0,0.9350162426854148,-0.35460488704253545
13,69,31,0,0.8854560256532102,-0.4647231720437679
13,70,31,0,0.8229838658936571,-0.5680647467311547
13,71,31,0,0.7485107481711012,-0.6631226582407952
17,1,1,0,0.12053668025532305,0.992708874098054
17,2,1,0,0.23931566428755774,0.970941817426052
17,3,2,0,0.3546048870425356,0.9350162426854148
17,4,5,0,0.4647231720437685,0.8854560256532099
17,5,7,0,0.5680647467311558,0.8229838658936564
17,6,8,1,0.6631226582407952,0.7485107481711011
17,7,10,0,0.7485107481711011,0.6631226582407953
17,8,13,0,0.8229838658936564,0.5680647467311559
17,9,15,0,0.8854560256532099,0.4647231720437686
17,10,20,0,0.9350162426854148,0.35460488704253557
17,11,21,0,0.970941817426052,0.23931566428755804
17,12,21,0,0.992708874098054,0.120536680255323
17,13,21,0,1,-1.6081428723391245e-16
17,14,21,1,0.992708874098054,-0.12053668025532288
17,15,24,0,0.9709418174260521,-0.2393156642875575
17,16,24,0,0.9350162426854148,-0.35460488704253545
17,17,24,0,0.8854560256532099,-0.4647231720437685
17,18,24,0,0.8229838658936565,-0.5680647467311557
17,19,24,0,0.7485107481711013,-0.663122658240795
17,20,24,0,0.6631226582407952,-0.7485107481711012
17,21,24,0,0.5680647467311558,-0.8229838658936564
17,22,24,0,0.46472317204376906,-0.8854560256532096
17,23,24,0,0.35460488704253584,-0.9350162426854147
17,24,25,0,0.23931566428755768,-0.970941817426052
17,25,25,0,0.12053668025532308,-0.992708874098054
17,26,25,0,-3.216285744678249e-16,-1
17,27,25,0,-0.12053668025532283,-0.992708874098054
17,28,25,0,-0.23931566428755743,-0.9709418174260521
17,29,25,0,-0.3546048870425356,-0.9350162426854148
17,30,25,0,-0.46472317204376806,-0.8854560256532101
17,31,25,0,-0.5680647467311556,-0.8229838658936565
17,32,26,0,-0.663122658240795,-0.7485107481711013
17,33,26,0,-0.7485107481711011,-0.6631226582407952
17,34,26,0,-0.8229838658936564,-0.5680647467311559
17,35,26,0,-0.8854560256532096,-0.4647231720437691
